[12:18:33.856] [4659 ] [INFO ] [JNI_OnLoad:24]	jvm onload success ! 
[12:18:33.856] [4659 ] [INFO ] [init:111]	JniNativeCallback init ok. 
[12:18:33.856] [4659 ] [INFO ] [init:108]	to init engine, user: test001, mode: 0, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[12:18:33.856] [4659 ] [WARN ] [init:130]	Cannot find the --Mpc.Data=xxxxx config item ! 
[12:18:33.856] [4659 ] [INFO ] [init:156]	Not start node server ! use proxy forward ! 
[12:18:33.857] [4659 ] [INFO ] [MpcTaskDispatcher:43]	construct task dispatcher, with 3 processor, load balence is: 6000 
[12:18:33.857] [4659 ] [INFO ] [init:60]	INIT the processor: 0 ok 
[12:18:33.857] [4667 ] [INFO ] [operator():51]	task processor: 0 is running... 
[12:18:33.857] [4659 ] [INFO ] [init:60]	INIT the processor: 1 ok 
[12:18:33.857] [4668 ] [INFO ] [operator():51]	task processor: 1 is running... 
[12:18:33.857] [4659 ] [INFO ] [init:60]	INIT the processor: 2 ok 
[12:18:33.857] [4667 ] [DEBUG] [popReadyTask:166]	to POP a ready task from ready queue to processor, now read_num: 0 ... 
[12:18:33.857] [4669 ] [INFO ] [operator():51]	task processor: 2 is running... 
[12:18:33.857] [4668 ] [DEBUG] [popReadyTask:166]	to POP a ready task from ready queue to processor, now read_num: 0 ... 
[04:18:33.857] [4669 ] [DEBUG] [popReadyTask:166]	to POP a ready task from ready queue to processor, now read_num: 0 ... 
[12:18:33.857] [4659 ] [INFO ] [init:177]	INIT task dispatcher done ! 
[12:18:33.857] [4659 ] [INFO ] [init:40]	connect to busi proxy server endpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[12:18:33.868] [4674 ] [INFO ] [connected:34]	to get session... 
[12:18:33.868] [4674 ] [INFO ] [connected:38]	to get create busi node callback... 
[12:18:33.868] [4674 ] [INFO ] [connected:45]	to set node callback... 
[12:18:33.872] [4674 ] [WARN ] [connected:54]	the busi session create success. 
[12:18:34.363] [4659 ] [INFO ] [init:69]	waiting for node busi client inited ... timeout 1s.. 
[12:18:34.363] [4659 ] [INFO ] [init:74]	the busi node communicator is prepared !!!! 
[12:18:34.363] [4659 ] [INFO ] [init:86]	INIT busi node client success. user: test001, proxyEndpoint: ProxyGlacier2/router:tcp -h 202.114.114.46 -p 4502 -t 11000 
[12:18:34.363] [4659 ] [INFO ] [init:187]	INIT busi node client done ! 
[12:18:34.363] [4659 ] [INFO ] [init:48]	ready process init ok. max request queue size: 3 
[12:18:34.364] [4659 ] [INFO ] [init:202]	Mpc engine init success. 
[12:18:34.364] [4677 ] [DEBUG] [popCommitTask:110]	to POP a commit task, task size: 0  ... 
